household_type,income_group,year,federal_taxes,individual_income_tax,payroll_taxes,corporate_income_tax,excise_taxes
elderly_headed_hh,middle_quintile,1997,3700.0,1000.0,900.0,1200.0,600.0
elderly_headed_hh,middle_quintile,1998,4000.0,1200.0,1000.0,1200.0,700.0
elderly_headed_hh,middle_quintile,1999,4400.0,1300.0,1100.0,1200.0,800.0
elderly_headed_hh,middle_quintile,2000,4300.0,1400.0,1100.0,1100.0,700.0
elderly_headed_hh,middle_quintile,2001,3600.0,1100.0,1100.0,800.0,600.0
elderly_headed_hh,middle_quintile,2002,3100.0,800.0,1000.0,700.0,600.0
elderly_headed_hh,middle_quintile,2003,3100.0,700.0,1000.0,800.0,600.0
elderly_headed_hh,middle_quintile,2004,3300.0,800.0,1000.0,900.0,600.0
elderly_headed_hh,middle_quintile,2005,3700.0,900.0,1100.0,1100.0,600.0
elderly_headed_hh,middle_quintile,2006,3700.0,900.0,1100.0,1100.0,600.0
elderly_headed_hh,middle_quintile,2007,3800.0,1100.0,1200.0,1000.0,500.0
elderly_headed_hh,middle_quintile,2008,2400.0,200.0,1100.0,600.0,500.0
elderly_headed_hh,middle_quintile,2009,2500.0,500.0,1000.0,400.0,500.0
elderly_headed_hh,middle_quintile,2010,2600.0,600.0,1000.0,500.0,500.0
elderly_headed_hh,middle_quintile,2011,2600.0,800.0,900.0,500.0,500.0
elderly_headed_hh,middle_quintile,2012,2700.0,800.0,900.0,500.0,500.0
elderly_headed_hh,middle_quintile,2013,3200.0,900.0,1100.0,600.0,600.0
elderly_headed_hh,middle_quintile,2014,3300.0,900.0,1200.0,600.0,600.0
elderly_headed_hh,fourth_quintile,1979,9200.0,3100.0,1800.0,3600.0,600.0
elderly_headed_hh,fourth_quintile,1980,8200.0,3300.0,1600.0,2800.0,500.0
elderly_headed_hh,fourth_quintile,1981,7700.0,3400.0,1500.0,2200.0,500.0
elderly_headed_hh,fourth_quintile,1982,6300.0,3100.0,1500.0,1300.0,500.0
elderly_headed_hh,fourth_quintile,1983,6500.0,2800.0,1400.0,1600.0,600.0
elderly_headed_hh,fourth_quintile,1984,7300.0,3100.0,1600.0,2000.0,700.0
elderly_headed_hh,fourth_quintile,1985,7000.0,3000.0,1600.0,1800.0,600.0
elderly_headed_hh,fourth_quintile,1986,7300.0,3100.0,1700.0,1900.0,700.0
elderly_headed_hh,fourth_quintile,1987,8200.0,3200.0,1800.0,2600.0,600.0
elderly_headed_hh,fourth_quintile,1988,8300.0,3400.0,1800.0,2400.0,700.0
elderly_headed_hh,fourth_quintile,1989,8500.0,3700.0,1700.0,2400.0,600.0
elderly_headed_hh,fourth_quintile,1990,8200.0,3600.0,1700.0,2200.0,700.0
elderly_headed_hh,fourth_quintile,1991,7500.0,3300.0,1600.0,1900.0,700.0
elderly_headed_hh,fourth_quintile,1992,7700.0,3200.0,1700.0,2100.0,700.0
elderly_headed_hh,fourth_quintile,1993,7600.0,3000.0,1600.0,2200.0,800.0
elderly_headed_hh,fourth_quintile,1994,8200.0,3200.0,1700.0,2400.0,800.0
elderly_headed_hh,fourth_quintile,1995,8500.0,3400.0,1800.0,2600.0,800.0
elderly_headed_hh,fourth_quintile,1996,8700.0,3500.0,1700.0,2600.0,800.0
elderly_headed_hh,fourth_quintile,1997,8800.0,3900.0,1700.0,2500.0,800.0
elderly_headed_hh,fourth_quintile,1998,9400.0,4300.0,1900.0,2400.0,800.0
elderly_headed_hh,fourth_quintile,1999,10300.0,4900.0,2000.0,2400.0,1000.0
elderly_headed_hh,fourth_quintile,2000,10500.0,5200.0,2100.0,2200.0,900.0
elderly_headed_hh,fourth_quintile,2001,9100.0,4500.0,2100.0,1600.0,800.0
elderly_headed_hh,fourth_quintile,2002,7900.0,3900.0,1800.0,1300.0,800.0
elderly_headed_hh,fourth_quintile,2003,8100.0,3700.0,2100.0,1600.0,800.0
elderly_headed_hh,fourth_quintile,2004,8600.0,3900.0,2200.0,1800.0,800.0
elderly_headed_hh,fourth_quintile,2005,9400.0,4000.0,2200.0,2300.0,800.0
elderly_headed_hh,fourth_quintile,2006,9600.0,4200.0,2200.0,2500.0,700.0
elderly_headed_hh,fourth_quintile,2007,9600.0,4500.0,2400.0,2100.0,700.0
elderly_headed_hh,fourth_quintile,2008,7500.0,3300.0,2400.0,1200.0,600.0
elderly_headed_hh,fourth_quintile,2009,6800.0,3300.0,2000.0,900.0,600.0
elderly_headed_hh,fourth_quintile,2010,7400.0,3600.0,2100.0,1100.0,600.0
elderly_headed_hh,fourth_quintile,2011,7800.0,4100.0,1900.0,1100.0,600.0
elderly_headed_hh,fourth_quintile,2012,7800.0,4100.0,1900.0,1100.0,600.0
elderly_headed_hh,fourth_quintile,2013,8800.0,4300.0,2400.0,1400.0,700.0
elderly_headed_hh,fourth_quintile,2014,9200.0,4600.0,2500.0,1400.0,700.0
elderly_headed_hh,highest_quintile,1979,44500.0,23400.0,3100.0,16800.0,1200.0
elderly_headed_hh,highest_quintile,1980,39500.0,23100.0,2800.0,12600.0,1000.0
elderly_headed_hh,highest_quintile,1981,36000.0,22900.0,3000.0,9300.0,900.0
elderly_headed_hh,highest_quintile,1982,31100.0,21700.0,3100.0,5500.0,800.0
elderly_headed_hh,highest_quintile,1983,30300.0,19400.0,3000.0,7000.0,1000.0
elderly_headed_hh,highest_quintile,1984,35400.0,22600.0,3300.0,8500.0,1000.0
elderly_headed_hh,highest_quintile,1985,36400.0,23800.0,3500.0,8000.0,1000.0
elderly_headed_hh,highest_quintile,1986,40400.0,26600.0,3600.0,9000.0,1300.0
elderly_headed_hh,highest_quintile,1987,41300.0,24300.0,3700.0,12100.0,1200.0
elderly_headed_hh,highest_quintile,1988,44200.0,26500.0,3800.0,12600.0,1300.0
elderly_headed_hh,highest_quintile,1989,41500.0,25000.0,3600.0,11800.0,1100.0
elderly_headed_hh,highest_quintile,1990,38900.0,23500.0,3800.0,10600.0,1000.0
elderly_headed_hh,highest_quintile,1991,34900.0,20700.0,3700.0,9300.0,1200.0
elderly_headed_hh,highest_quintile,1992,37900.0,21700.0,4000.0,10900.0,1200.0
elderly_headed_hh,highest_quintile,1993,39300.0,21500.0,3900.0,12600.0,1300.0
elderly_headed_hh,highest_quintile,1994,43200.0,23700.0,4100.0,14000.0,1300.0
elderly_headed_hh,highest_quintile,1995,44700.0,24700.0,4200.0,14500.0,1300.0
elderly_headed_hh,highest_quintile,1996,50200.0,28900.0,4400.0,15600.0,1300.0
elderly_headed_hh,highest_quintile,1997,51900.0,30700.0,4300.0,15600.0,1300.0
elderly_headed_hh,highest_quintile,1998,53700.0,32800.0,4600.0,14800.0,1400.0
elderly_headed_hh,highest_quintile,1999,59300.0,37300.0,4900.0,15400.0,1700.0
elderly_headed_hh,highest_quintile,2000,58200.0,37800.0,4800.0,14100.0,1400.0
elderly_headed_hh,highest_quintile,2001,50700.0,33400.0,5300.0,10800.0,1200.0
elderly_headed_hh,highest_quintile,2002,48400.0,31400.0,5200.0,10600.0,1300.0
elderly_headed_hh,highest_quintile,2003,49300.0,27900.0,5800.0,14200.0,1300.0
elderly_headed_hh,highest_quintile,2004,57100.0,31500.0,5900.0,18200.0,1500.0
elderly_headed_hh,highest_quintile,2005,61400.0,32900.0,5800.0,21200.0,1400.0
elderly_headed_hh,highest_quintile,2006,62300.0,33400.0,5700.0,21900.0,1300.0
elderly_headed_hh,highest_quintile,2007,63000.0,36900.0,5800.0,19100.0,1200.0
elderly_headed_hh,highest_quintile,2008,50500.0,31600.0,6400.0,11500.0,1000.0
elderly_headed_hh,highest_quintile,2009,42600.0,26300.0,6600.0,8800.0,900.0
elderly_headed_hh,highest_quintile,2010,46700.0,28200.0,6400.0,11100.0,1000.0
elderly_headed_hh,highest_quintile,2011,49500.0,30900.0,6000.0,11600.0,1000.0
elderly_headed_hh,highest_quintile,2012,55500.0,34400.0,6200.0,13700.0,1200.0
elderly_headed_hh,highest_quintile,2013,55700.0,33500.0,7200.0,13900.0,1100.0
elderly_headed_hh,highest_quintile,2014,61300.0,37400.0,7300.0,15400.0,1200.0
elderly_headed_hh,percentiles_81_90,1979,15900.0,6600.0,2800.0,5800.0,800.0
elderly_headed_hh,percentiles_81_90,1980,14900.0,7000.0,2400.0,4700.0,700.0
elderly_headed_hh,percentiles_81_90,1981,13900.0,7400.0,2500.0,3400.0,600.0
elderly_headed_hh,percentiles_81_90,1982,11900.0,6800.0,2500.0,2000.0,600.0
elderly_headed_hh,percentiles_81_90,1983,11900.0,6200.0,2400.0,2600.0,700.0
elderly_headed_hh,percentiles_81_90,1984,13600.0,7000.0,2600.0,3200.0,800.0
elderly_headed_hh,percentiles_81_90,1985,13100.0,6900.0,2700.0,2800.0,700.0
elderly_headed_hh,percentiles_81_90,1986,13700.0,7000.0,2800.0,3100.0,800.0
elderly_headed_hh,percentiles_81_90,1987,15600.0,7600.0,2900.0,4300.0,800.0
elderly_headed_hh,percentiles_81_90,1988,16100.0,7900.0,3000.0,4400.0,800.0
elderly_headed_hh,percentiles_81_90,1989,16100.0,8300.0,2800.0,4200.0,800.0
elderly_headed_hh,percentiles_81_90,1990,15400.0,8100.0,2800.0,3800.0,800.0
elderly_headed_hh,percentiles_81_90,1991,14300.0,7500.0,2500.0,3400.0,900.0
elderly_headed_hh,percentiles_81_90,1992,15100.0,7500.0,3100.0,3600.0,900.0
elderly_headed_hh,percentiles_81_90,1993,14900.0,7100.0,2700.0,4200.0,900.0
elderly_headed_hh,percentiles_81_90,1994,16200.0,7800.0,2900.0,4400.0,1000.0
elderly_headed_hh,percentiles_81_90,1995,17500.0,8700.0,2900.0,4900.0,1000.0
elderly_headed_hh,percentiles_81_90,1996,17700.0,8900.0,3000.0,4900.0,900.0
elderly_headed_hh,percentiles_81_90,1997,18100.0,9300.0,3000.0,5000.0,1000.0
elderly_headed_hh,percentiles_81_90,1998,19400.0,10600.0,3300.0,4500.0,1100.0
elderly_headed_hh,percentiles_81_90,1999,20800.0,11600.0,3400.0,4600.0,1200.0
elderly_headed_hh,percentiles_81_90,2000,20500.0,12000.0,3200.0,4300.0,1000.0
elderly_headed_hh,percentiles_81_90,2001,18800.0,11000.0,3900.0,3000.0,900.0
elderly_headed_hh,percentiles_81_90,2002,17500.0,10100.0,3700.0,2700.0,1000.0
elderly_headed_hh,percentiles_81_90,2003,16800.0,8600.0,4100.0,3200.0,900.0
elderly_headed_hh,percentiles_81_90,2004,18000.0,9300.0,4000.0,3700.0,1000.0
elderly_headed_hh,percentiles_81_90,2005,19000.0,9400.0,4000.0,4600.0,1000.0
elderly_headed_hh,percentiles_81_90,2006,19800.0,9900.0,3900.0,5100.0,900.0
elderly_headed_hh,percentiles_81_90,2007,19100.0,10200.0,3900.0,4100.0,900.0
elderly_headed_hh,percentiles_81_90,2008,15800.0,8500.0,4100.0,2500.0,700.0
elderly_headed_hh,percentiles_81_90,2009,15100.0,8300.0,4200.0,2000.0,700.0
elderly_headed_hh,percentiles_81_90,2010,16100.0,9000.0,4000.0,2400.0,700.0
elderly_headed_hh,percentiles_81_90,2011,16300.0,9700.0,3600.0,2300.0,700.0
elderly_headed_hh,percentiles_81_90,2012,17100.0,10000.0,3900.0,2400.0,800.0
elderly_headed_hh,percentiles_81_90,2013,18900.0,10400.0,4500.0,3200.0,800.0
elderly_headed_hh,percentiles_81_90,2014,19600.0,10600.0,4700.0,3400.0,900.0
elderly_headed_hh,percentiles_91_95,1979,23100.0,10600.0,3700.0,7800.0,1000.0
elderly_headed_hh,percentiles_91_95,1980,22200.0,11300.0,3100.0,7000.0,800.0
elderly_headed_hh,percentiles_91_95,1981,21200.0,12100.0,3200.0,5200.0,800.0
elderly_headed_hh,percentiles_91_95,1982,18200.0,11300.0,3200.0,2900.0,700.0
elderly_headed_hh,percentiles_91_95,1983,18200.0,10300.0,3200.0,3900.0,800.0
elderly_headed_hh,percentiles_91_95,1984,21500.0,12500.0,3500.0,4600.0,900.0
elderly_headed_hh,percentiles_91_95,1985,21500.0,12800.0,3600.0,4300.0,900.0
elderly_headed_hh,percentiles_91_95,1986,21800.0,12600.0,3600.0,4600.0,1000.0
elderly_headed_hh,percentiles_91_95,1987,25000.0,13600.0,3800.0,6600.0,1000.0
elderly_headed_hh,percentiles_91_95,1988,24900.0,13400.0,4300.0,6300.0,1000.0
elderly_headed_hh,percentiles_91_95,1989,24800.0,13800.0,3600.0,6500.0,900.0
elderly_headed_hh,percentiles_91_95,1990,24100.0,13200.0,3900.0,6000.0,1000.0
elderly_headed_hh,percentiles_91_95,1991,23500.0,13100.0,3900.0,5400.0,1100.0
elderly_headed_hh,percentiles_91_95,1992,24300.0,13000.0,3600.0,6500.0,1100.0
elderly_headed_hh,percentiles_91_95,1993,24200.0,11900.0,4000.0,7200.0,1100.0
elderly_headed_hh,percentiles_91_95,1994,26400.0,13700.0,3900.0,7700.0,1200.0
elderly_headed_hh,percentiles_91_95,1995,27800.0,14300.0,4000.0,8400.0,1200.0
elderly_headed_hh,percentiles_91_95,1996,29000.0,15400.0,4100.0,8400.0,1100.0
elderly_headed_hh,percentiles_91_95,1997,29900.0,16700.0,3900.0,8200.0,1100.0
elderly_headed_hh,percentiles_91_95,1998,31000.0,17600.0,4400.0,7800.0,1300.0
elderly_headed_hh,percentiles_91_95,1999,32600.0,18900.0,4600.0,7700.0,1400.0
elderly_headed_hh,percentiles_91_95,2000,33400.0,20000.0,4800.0,7400.0,1200.0
elderly_headed_hh,percentiles_91_95,2001,29600.0,18000.0,5500.0,5100.0,1000.0
elderly_headed_hh,percentiles_91_95,2002,27900.0,17200.0,4900.0,4700.0,1100.0
elderly_headed_hh,percentiles_91_95,2003,27500.0,14900.0,5900.0,5600.0,1100.0
elderly_headed_hh,percentiles_91_95,2004,29600.0,15300.0,5900.0,7100.0,1300.0
elderly_headed_hh,percentiles_91_95,2005,31400.0,15800.0,5700.0,8600.0,1200.0
elderly_headed_hh,percentiles_91_95,2006,32800.0,16600.0,5600.0,9600.0,1100.0
elderly_headed_hh,percentiles_91_95,2007,32200.0,17600.0,5600.0,7900.0,1000.0
elderly_headed_hh,percentiles_91_95,2008,27800.0,16000.0,6300.0,4600.0,900.0
elderly_headed_hh,percentiles_91_95,2009,25300.0,14800.0,6400.0,3300.0,800.0
elderly_headed_hh,percentiles_91_95,2010,27800.0,16100.0,6400.0,4400.0,900.0
elderly_headed_hh,percentiles_91_95,2011,28500.0,17400.0,5800.0,4400.0,900.0
elderly_headed_hh,percentiles_91_95,2012,29700.0,18100.0,6100.0,4600.0,1000.0
elderly_headed_hh,percentiles_91_95,2013,32700.0,18200.0,7300.0,6200.0,1100.0
elderly_headed_hh,percentiles_91_95,2014,33000.0,18400.0,7100.0,6400.0,1100.0
elderly_headed_hh,percentiles_96_99,1979,40800.0,20300.0,3100.0,16000.0,1300.0
elderly_headed_hh,percentiles_96_99,1980,38600.0,22100.0,3100.0,12300.0,1100.0
elderly_headed_hh,percentiles_96_99,1981,37900.0,24100.0,3300.0,9600.0,900.0
elderly_headed_hh,percentiles_96_99,1982,33200.0,23400.0,3600.0,5300.0,900.0
elderly_headed_hh,percentiles_96_99,1983,32700.0,21000.0,3300.0,7400.0,1100.0
elderly_headed_hh,percentiles_96_99,1984,37700.0,24200.0,3900.0,8500.0,1100.0
elderly_headed_hh,percentiles_96_99,1985,38200.0,24900.0,4100.0,8000.0,1100.0
elderly_headed_hh,percentiles_96_99,1986,39100.0,24700.0,4500.0,8400.0,1400.0
elderly_headed_hh,percentiles_96_99,1987,45500.0,26600.0,4400.0,12900.0,1500.0
elderly_headed_hh,percentiles_96_99,1988,45000.0,26400.0,4200.0,12900.0,1500.0
elderly_headed_hh,percentiles_96_99,1989,46100.0,27800.0,4400.0,12700.0,1200.0
elderly_headed_hh,percentiles_96_99,1990,43200.0,25900.0,4800.0,11300.0,1200.0
elderly_headed_hh,percentiles_96_99,1991,41300.0,24400.0,4900.0,10700.0,1300.0
elderly_headed_hh,percentiles_96_99,1992,42800.0,24000.0,5300.0,12100.0,1400.0
elderly_headed_hh,percentiles_96_99,1993,44200.0,23400.0,5200.0,14100.0,1600.0
elderly_headed_hh,percentiles_96_99,1994,46000.0,24900.0,5200.0,14500.0,1400.0
elderly_headed_hh,percentiles_96_99,1995,50900.0,27800.0,5500.0,16100.0,1500.0
elderly_headed_hh,percentiles_96_99,1996,53600.0,30300.0,5600.0,16300.0,1400.0
elderly_headed_hh,percentiles_96_99,1997,57200.0,32800.0,5600.0,17200.0,1500.0
elderly_headed_hh,percentiles_96_99,1998,58000.0,34700.0,5700.0,16000.0,1700.0
elderly_headed_hh,percentiles_96_99,1999,62600.0,38300.0,5700.0,16600.0,2000.0
elderly_headed_hh,percentiles_96_99,2000,63700.0,40500.0,6100.0,15400.0,1700.0
elderly_headed_hh,percentiles_96_99,2001,56600.0,37000.0,6400.0,11800.0,1500.0
elderly_headed_hh,percentiles_96_99,2002,52700.0,34100.0,6500.0,10800.0,1300.0
elderly_headed_hh,percentiles_96_99,2003,53200.0,30100.0,7600.0,14000.0,1500.0
elderly_headed_hh,percentiles_96_99,2004,57600.0,31500.0,7600.0,16700.0,1800.0
elderly_headed_hh,percentiles_96_99,2005,65200.0,34600.0,7700.0,21200.0,1700.0
elderly_headed_hh,percentiles_96_99,2006,67300.0,36000.0,7600.0,22200.0,1500.0
elderly_headed_hh,percentiles_96_99,2007,66500.0,38800.0,7600.0,18700.0,1500.0
elderly_headed_hh,percentiles_96_99,2008,56700.0,35900.0,9100.0,10500.0,1300.0
elderly_headed_hh,percentiles_96_99,2009,50000.0,30300.0,10100.0,8500.0,1100.0
elderly_headed_hh,percentiles_96_99,2010,56600.0,34900.0,9800.0,10600.0,1200.0
elderly_headed_hh,percentiles_96_99,2011,56700.0,36000.0,9000.0,10500.0,1200.0
elderly_headed_hh,percentiles_96_99,2012,61000.0,38400.0,9300.0,11900.0,1400.0
elderly_headed_hh,percentiles_96_99,2013,66500.0,39000.0,10700.0,15400.0,1400.0
elderly_headed_hh,percentiles_96_99,2014,69100.0,41100.0,10200.0,16400.0,1500.0
elderly_headed_hh,top_1_percent,1979,197000.0,115700.0,2600.0,75700.0,3000.0
elderly_headed_hh,top_1_percent,1980,175100.0,114000.0,2700.0,56100.0,2300.0
elderly_headed_hh,top_1_percent,1981,159000.0,110900.0,3400.0,42800.0,1900.0
elderly_headed_hh,top_1_percent,1982,139100.0,106200.0,3900.0,27000.0,2000.0
elderly_headed_hh,top_1_percent,1983,155000.0,110500.0,4400.0,37500.0,2500.0
elderly_headed_hh,top_1_percent,1984,170700.0,120000.0,4400.0,44200.0,2200.0
elderly_headed_hh,top_1_percent,1985,184800.0,133600.0,5300.0,43400.0,2500.0
elderly_headed_hh,top_1_percent,1986,205000.0,149900.0,4900.0,46400.0,3900.0
elderly_headed_hh,top_1_percent,1987,204000.0,131700.0,4900.0,64100.0,3300.0
elderly_headed_hh,top_1_percent,1988,259900.0,172300.0,5600.0,78200.0,3900.0
elderly_headed_hh,top_1_percent,1989,222900.0,146000.0,5400.0,69000.0,2500.0
elderly_headed_hh,top_1_percent,1990,217100.0,143400.0,5800.0,65300.0,2600.0
elderly_headed_hh,top_1_percent,1991,186500.0,120300.0,6800.0,56400.0,2900.0
elderly_headed_hh,top_1_percent,1992,224200.0,141700.0,7500.0,71800.0,3200.0
elderly_headed_hh,top_1_percent,1993,234900.0,142800.0,7300.0,81600.0,3200.0
elderly_headed_hh,top_1_percent,1994,253400.0,149800.0,9100.0,91600.0,3000.0
elderly_headed_hh,top_1_percent,1995,278600.0,166500.0,9400.0,99500.0,3200.0
elderly_headed_hh,top_1_percent,1996,325300.0,203100.0,10000.0,108700.0,3500.0
elderly_headed_hh,top_1_percent,1997,358800.0,230400.0,10500.0,114200.0,3600.0
elderly_headed_hh,top_1_percent,1998,368900.0,242900.0,11100.0,110900.0,4000.0
elderly_headed_hh,top_1_percent,1999,404700.0,274500.0,12700.0,112600.0,4900.0
elderly_headed_hh,top_1_percent,2000,419800.0,293000.0,12700.0,110000.0,4100.0
elderly_headed_hh,top_1_percent,2001,364000.0,257500.0,12700.0,90400.0,3400.0
elderly_headed_hh,top_1_percent,2002,341300.0,233600.0,12700.0,91100.0,4000.0
elderly_headed_hh,top_1_percent,2003,351500.0,208400.0,12700.0,126700.0,3700.0
elderly_headed_hh,top_1_percent,2004,411600.0,235900.0,12600.0,157800.0,5400.0
elderly_headed_hh,top_1_percent,2005,486900.0,272200.0,13400.0,196500.0,4700.0
elderly_headed_hh,top_1_percent,2006,483200.0,269400.0,13200.0,195900.0,4700.0
elderly_headed_hh,top_1_percent,2007,526300.0,322200.0,14500.0,186000.0,3700.0
elderly_headed_hh,top_1_percent,2008,412600.0,274000.0,16400.0,118800.0,3400.0
elderly_headed_hh,top_1_percent,2009,339300.0,225200.0,17500.0,94000.0,2500.0
elderly_headed_hh,top_1_percent,2010,378700.0,236200.0,16800.0,122800.0,2900.0
elderly_headed_hh,top_1_percent,2011,423300.0,269500.0,17500.0,133100.0,3200.0
elderly_headed_hh,top_1_percent,2012,512600.0,323100.0,17100.0,168500.0,3900.0
elderly_headed_hh,top_1_percent,2013,470400.0,302100.0,20200.0,144700.0,3400.0
elderly_headed_hh,top_1_percent,2014,533600.0,349900.0,20100.0,160100.0,3600.0
nonelderly_childless_hh,all_quintiles,1979,16100.0,8400.0,5000.0,2000.0,600.0
nonelderly_childless_hh,all_quintiles,1980,15800.0,8700.0,4900.0,1600.0,500.0
nonelderly_childless_hh,all_quintiles,1981,16000.0,8800.0,5400.0,1300.0,500.0
nonelderly_childless_hh,all_quintiles,1982,15000.0,8200.0,5500.0,800.0,500.0
nonelderly_childless_hh,all_quintiles,1983,14600.0,7500.0,5500.0,1000.0,600.0
nonelderly_childless_hh,all_quintiles,1984,15100.0,7500.0,5800.0,1200.0,600.0
nonelderly_childless_hh,all_quintiles,1985,16000.0,8000.0,6200.0,1200.0,600.0
nonelderly_childless_hh,all_quintiles,1986,17000.0,8600.0,6500.0,1200.0,600.0
nonelderly_childless_hh,all_quintiles,1987,17500.0,8600.0,6700.0,1600.0,700.0
nonelderly_childless_hh,all_quintiles,1988,18600.0,9200.0,7100.0,1700.0,700.0
nonelderly_childless_hh,all_quintiles,1989,18200.0,8900.0,7100.0,1600.0,700.0
nonelderly_childless_hh,all_quintiles,1990,18500.0,9000.0,7300.0,1500.0,600.0
nonelderly_childless_hh,all_quintiles,1991,18000.0,8700.0,7300.0,1400.0,700.0
nonelderly_childless_hh,all_quintiles,1992,18600.0,9000.0,7300.0,1500.0,700.0
nonelderly_childless_hh,all_quintiles,1993,18800.0,9000.0,7300.0,1700.0,800.0
nonelderly_childless_hh,all_quintiles,1994,19300.0,9100.0,7500.0,1900.0,800.0
nonelderly_childless_hh,all_quintiles,1995,19700.0,9300.0,7600.0,2000.0,800.0
nonelderly_childless_hh,all_quintiles,1996,20600.0,10000.0,7800.0,2100.0,700.0
nonelderly_childless_hh,all_quintiles,1997,21600.0,10700.0,7900.0,2200.0,700.0
nonelderly_childless_hh,all_quintiles,1998,22200.0,11200.0,8200.0,2000.0,800.0
nonelderly_childless_hh,all_quintiles,1999,23300.0,11900.0,8500.0,2100.0,800.0
nonelderly_childless_hh,all_quintiles,2000,23700.0,12400.0,8500.0,2000.0,800.0
nonelderly_childless_hh,all_quintiles,2001,21400.0,10600.0,8700.0,1400.0,700.0
nonelderly_childless_hh,all_quintiles,2002,19500.0,9400.0,8300.0,1200.0,700.0
nonelderly_childless_hh,all_quintiles,2003,19300.0,8600.0,8400.0,1600.0,700.0
nonelderly_childless_hh,all_quintiles,2004,20100.0,9000.0,8300.0,2000.0,700.0
nonelderly_childless_hh,all_quintiles,2005,21800.0,9900.0,8400.0,2800.0,700.0
nonelderly_childless_hh,all_quintiles,2006,22200.0,10000.0,8600.0,3000.0,700.0
nonelderly_childless_hh,all_quintiles,2007,21700.0,10000.0,8800.0,2400.0,600.0
nonelderly_childless_hh,all_quintiles,2008,19000.0,8300.0,8600.0,1500.0,600.0
nonelderly_childless_hh,all_quintiles,2009,17600.0,7500.0,8400.0,1100.0,600.0
nonelderly_childless_hh,all_quintiles,2010,17800.0,7600.0,8200.0,1400.0,600.0
nonelderly_childless_hh,all_quintiles,2011,17600.0,8300.0,7200.0,1500.0,600.0
nonelderly_childless_hh,all_quintiles,2012,18800.0,9100.0,7300.0,1700.0,700.0
nonelderly_childless_hh,all_quintiles,2013,20100.0,9100.0,8500.0,1800.0,700.0
nonelderly_childless_hh,all_quintiles,2014,21200.0,9800.0,8700.0,2000.0,700.0
nonelderly_childless_hh,lowest_quintile,1979,1500.0,100.0,800.0,200.0,300.0
nonelderly_childless_hh,lowest_quintile,1980,1300.0,100.0,800.0,200.0,200.0
nonelderly_childless_hh,lowest_quintile,1981,1400.0,200.0,800.0,200.0,200.0
nonelderly_childless_hh,lowest_quintile,1982,1300.0,100.0,900.0,100.0,200.0
nonelderly_childless_hh,lowest_quintile,1983,1400.0,100.0,800.0,100.0,300.0
nonelderly_childless_hh,lowest_quintile,1984,1500.0,200.0,900.0,200.0,300.0
nonelderly_childless_hh,lowest_quintile,1985,1600.0,200.0,1000.0,100.0,300.0
nonelderly_childless_hh,lowest_quintile,1986,1600.0,100.0,1000.0,100.0,300.0
nonelderly_childless_hh,lowest_quintile,1987,1700.0,,1000.0,200.0,400.0
nonelderly_childless_hh,lowest_quintile,1988,1700.0,,1100.0,200.0,400.0
nonelderly_childless_hh,lowest_quintile,1989,1700.0,,1200.0,200.0,300.0
nonelderly_childless_hh,lowest_quintile,1990,1900.0,100.0,1300.0,200.0,400.0
nonelderly_childless_hh,lowest_quintile,1991,1800.0,,1300.0,200.0,400.0
nonelderly_childless_hh,lowest_quintile,1992,1900.0,,1300.0,200.0,400.0
nonelderly_childless_hh,lowest_quintile,1993,1700.0,,1200.0,200.0,400.0
nonelderly_childless_hh,lowest_quintile,1994,1600.0,-200.0,1200.0,200.0,500.0
nonelderly_childless_hh,lowest_quintile,1995,1700.0,-200.0,1200.0,200.0,400.0
nonelderly_childless_hh,lowest_quintile,1996,1500.0,-200.0,1200.0,200.0,400.0
nonelderly_childless_hh,lowest_quintile,1997,1600.0,-200.0,1200.0,200.0,400.0
nonelderly_childless_hh,lowest_quintile,1998,1600.0,-200.0,1300.0,200.0,400.0
nonelderly_childless_hh,lowest_quintile,1999,1700.0,-300.0,1400.0,200.0,400.0
nonelderly_childless_hh,lowest_quintile,2000,1700.0,-200.0,1300.0,200.0,400.0
nonelderly_childless_hh,lowest_quintile,2001,1600.0,-300.0,1300.0,100.0,400.0
nonelderly_childless_hh,lowest_quintile,2002,1400.0,-300.0,1200.0,100.0,400.0
nonelderly_childless_hh,lowest_quintile,2003,1500.0,-400.0,1200.0,100.0,400.0
nonelderly_childless_hh,lowest_quintile,2004,1400.0,-400.0,1200.0,200.0,400.0
nonelderly_childless_hh,lowest_quintile,2005,1600.0,-400.0,1400.0,200.0,400.0
nonelderly_childless_hh,lowest_quintile,2006,1800.0,-400.0,1500.0,200.0,500.0
nonelderly_childless_hh,lowest_quintile,2007,1800.0,-400.0,1600.0,200.0,400.0
nonelderly_childless_hh,lowest_quintile,2008,1200.0,-900.0,1600.0,100.0,400.0
nonelderly_childless_hh,lowest_quintile,2009,1000.0,-1000.0,1500.0,100.0,400.0
nonelderly_childless_hh,lowest_quintile,2010,1100.0,-1000.0,1500.0,100.0,500.0
nonelderly_childless_hh,lowest_quintile,2011,1200.0,-700.0,1300.0,100.0,500.0
nonelderly_childless_hh,lowest_quintile,2012,1200.0,-600.0,1200.0,100.0,500.0
nonelderly_childless_hh,lowest_quintile,2013,1500.0,-700.0,1500.0,200.0,500.0
nonelderly_childless_hh,lowest_quintile,2014,1300.0,-800.0,1400.0,200.0,500.0
